trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
435772,1481,2016-10-13,Credit,Electronic funds transfer,3098,16054.40,,Kameron bank,21098941
313082,1069,2016-10-13,Credit,Electronic funds transfer,4621,14563.00,Old-age Pension,Kameron bank,64733224
310159,1057,2016-10-13,Credit,Electronic funds transfer,4636,10272.00,Old-age Pension,Hypotecni bank,16116291
789923,2694,2016-10-13,Withdrawal,Withdrawal in cash,8800,36837.20,,,0
790287,2695,2016-10-13,Credit,Credit in cash ,20806,21506.00,,,
2464696,8129,2016-10-13,Credit,Credit in cash ,20612,61302.20,,,
684355,2336,2016-10-13,Credit,Credit in cash ,5177,31902.30,,,
261967,897,2016-10-13,Withdrawal,Remittance to Another Bank,6676,30462.30, ,Kameron bank,1613778
1103675,3771,2016-10-13,Credit,Credit in cash ,14931,76176.30,,,
1100769,3760,2016-10-13,Credit,Credit in cash ,23587,128133.40,,,
1101133,3760,2016-10-13,Withdrawal,Withdrawal in cash,29500,98633.40,,,
766171,2617,2016-10-13,Credit,Electronic funds transfer,3050,3450.00,,Trinity Bank,66249376
1070360,3656,2016-10-13,Credit,Credit in cash ,1500,22948.70,,,
727642,2488,2016-10-13,Withdrawal,Remittance to Another Bank,2030,15155.90,Household ,Max bank,25563156
628519,2146,2016-10-13,Credit,Credit in cash ,19826,60773.70,,,
629668,2150,2016-10-13,Credit,Electronic funds transfer,3381,7672.70,,Hypotecni bank,44033819
628663,2146,2016-10-13,Withdrawal,Remittance to Another Bank,3230,57543.70, ,Kameron bank,64262807
594312,2023,2016-10-13,Withdrawal,Remittance to Another Bank,1684,55608.70, ,Czech export bank,19809311
1329693,4543,2016-10-13,Credit,Credit in cash ,4680,5480.00,,,
1311249,4478,2016-10-13,Credit,Credit in cash ,24248,59994.30,,,
1602813,5442,2016-10-13,Withdrawal,Remittance to Another Bank,1017,21560.60,Insurance Payment,PPF Bank,7772154
816280,2779,2016-10-13,Withdrawal,Withdrawal in cash,15600,40238.80,,,
427040,1451,2016-10-13,Credit,Electronic funds transfer,6490,26960.00,Old-age Pension,Czech export bank,75701802
484809,1652,2016-10-13,Credit,Electronic funds transfer,6226,31430.00,Old-age Pension,Moneta Money Bank,3406155
558932,1902,2016-10-13,Credit,Electronic funds transfer,11237,36842.80,,J&T Bank ,4289520
810338,2762,2016-10-13,Withdrawal,Remittance to Another Bank,6892,39321.30,Household ,Max bank,85078340
810410,2762,2016-10-13,Withdrawal,Remittance to Another Bank,733,38588.30, ,J&T Bank ,75502043
1084478,3704,2016-10-13,Withdrawal,Remittance to Another Bank,3046,23893.80,Household ,Air Bank ,11861372
171894,576,2016-10-13,Withdrawal,Remittance to Another Bank,3662,19829.90,Household ,Czech export bank,71033382
218888,744,2016-10-13,Credit,Electronic funds transfer,5740,30758.20,Old-age Pension,Moneta Money Bank,94336568
3027078,10036,2016-10-13,Credit,Credit in cash ,12200,12900.00,,,
987120,3367,2016-10-13,Withdrawal,Remittance to Another Bank,904,65092.60,Household ,Raiffeisen bank,62753373
987048,3367,2016-10-13,Credit,Credit in cash ,22608,65996.60,,,
2256136,7445,2016-10-13,Credit,Credit in cash ,13427,45385.40,,,
56232,188,2016-10-13,Credit,Credit in cash ,19413,49289.10,,,
68388,228,2016-10-13,Credit,Credit in cash ,21602,22402.00,,,
66080,220,2016-10-13,Withdrawal,Remittance to Another Bank,3095,25880.50,Household ,Fio bank ,26923066
69989,234,2016-10-13,Credit,Electronic funds transfer,5810,17930.00,Old-age Pension,UniCredit Bank,60454291
914528,3117,2016-10-13,Credit,Electronic funds transfer,5355,23472.30,Old-age Pension,J&T Bank ,1493776
522693,1784,2016-10-13,Withdrawal,Remittance to Another Bank,1785,23946.50,Household ,Trinity Bank,14724040
2267838,7485,2016-10-13,Credit,Electronic funds transfer,22799,56719.10,,Raiffeisen bank,17457235
615679,2099,2016-10-13,Withdrawal,Withdrawal in cash,1800,98060.40,,,
618177,2110,2016-10-13,Credit,Electronic funds transfer,3076,19173.50,,Hypotecni bank,47164356
660844,2256,2016-10-13,Credit,Electronic funds transfer,4729,25700.70,Old-age Pension,Kameron bank,59773492
659883,2253,2016-10-13,Credit,Electronic funds transfer,6028,18384.00,Old-age Pension,Trinity Bank,64280104
944128,3220,2016-10-13,Withdrawal,Withdrawal in cash,12000,33985.30,,,
1036273,3545,2016-10-13,Credit,Credit in cash ,20203,51059.40,,,
887256,3026,2016-10-13,Withdrawal,Remittance to Another Bank,8024,50624.20,Household ,Czech export bank,60199838
883085,3008,2016-10-13,Withdrawal,Remittance to Another Bank,2120,30908.20,Household ,Fio bank ,79819476
480224,1637,2016-10-13,Credit,Electronic funds transfer,5718,24466.50,Old-age Pension,Max bank,45134812
880823,3001,2016-10-13,Credit,Credit in cash ,1000,34408.00,,,
878218,2991,2016-10-13,Withdrawal,Remittance to Another Bank,7,51259.50,Insurance Payment,UniCredit Bank,70128237
455521,1547,2016-10-13,Credit,Credit in cash ,22894,23594.00,,,
1142768,3909,2016-10-13,Credit,Credit in cash ,24400,61842.70,,,
1693966,5740,2016-10-13,Withdrawal,Withdrawal in cash,23300,46358.30,,,
249570,857,2016-10-13,Credit,Electronic funds transfer,4529,5629.00,Old-age Pension,Trinity Bank,33564669
276578,947,2016-10-13,Withdrawal,Remittance to Another Bank,1546,30958.40,Household ,Moneta Money Bank,67947453
442465,1505,2016-10-13,Credit,Credit in cash ,9222,41988.60,,,
1450194,4937,2016-10-13,Withdrawal,Remittance to Another Bank,2687,72129.30,Household ,Czech export bank,13841212
2810182,9307,2016-10-13,Withdrawal,Remittance to Another Bank,2735,58505.90, ,Kameron bank,52218389
2820549,9337,2016-10-13,Withdrawal,Withdrawal in cash,8100,31053.80,,,
362733,1234,2016-10-13,Credit,Electronic funds transfer,6390,13898.70,Old-age Pension,Raiffeisen bank,57374542
404888,1378,2016-10-13,Withdrawal,Remittance to Another Bank,881,60519.50, ,Kameron bank,95008945
404600,1378,2016-10-13,Credit,Credit in cash ,24419,61400.50,,,
719451,2464,2016-10-13,Withdrawal,Remittance to Another Bank,5555,25107.10,Household ,Bank Creditas,28556400
716051,2453,2016-10-13,Credit,Electronic funds transfer,3285,18869.40,,Czech export bank,70054560
284718,978,2016-10-13,Credit,Electronic funds transfer,6556,14212.00,Old-age Pension,Kameron bank,70656674
868374,2958,2016-10-13,Credit,Electronic funds transfer,5265,5665.00,Old-age Pension,PPF Bank,20078838
871641,2970,2016-10-13,Credit,Credit in cash ,9658,43105.50,,,
757963,2585,2016-10-13,Credit,Credit in cash ,14963,51693.50,,,
756217,2581,2016-10-13,Credit,Credit in cash ,19653,52447.30,,,
738552,2523,2016-10-13,Withdrawal,Remittance to Another Bank,82,30015.50, ,Max bank,19039827
737340,2519,2016-10-13,Withdrawal,Remittance to Another Bank,1599,24325.50,Household ,Czech export bank,87381881
840253,2861,2016-10-13,Withdrawal,Remittance to Another Bank,2613,25467.90,Household ,Moneta Money Bank,70139986
589939,2008,2016-10-13,Withdrawal,Withdrawal in cash,3900,32976.50,,,
622292,2123,2016-10-13,Credit,Electronic funds transfer,3212,10536.00,,Trinity Bank,61011791
622637,2124,2016-10-13,Credit,Credit in cash ,21431,61607.70,,,
1562829,5313,2016-10-13,Withdrawal,Remittance to Another Bank,5791,71129.20,Household ,UniCredit Bank,60921382
1935484,6555,2016-10-13,Credit,Credit in cash ,8391,92591.80,,,
1014795,3469,2016-10-13,Credit,Electronic funds transfer,5822,28347.50,Old-age Pension,Bank Creditas,99198603
1306963,4463,2016-10-13,Credit,Credit in cash ,7269,24958.70,,,
460363,1566,2016-10-13,Credit,Credit in cash ,14680,52855.90,,,
505250,1726,2016-10-13,Credit,Credit in cash ,13967,36949.90,,,
846016,2881,2016-10-13,Credit,Credit in cash ,6959,24721.20,,,
414864,1410,2016-10-13,Credit,Credit in cash ,20795,44943.20,,,
411906,1402,2016-10-13,Withdrawal,Remittance to Another Bank,471,34927.30,Insurance Payment,PPF Bank,52195531
419479,1422,2016-10-13,Withdrawal,Withdrawal in cash,3600,25813.00,,,
252172,863,2016-10-13,Withdrawal,Withdrawal in cash,36100,64188.20,,,
251113,861,2016-10-13,Credit,Credit in cash ,1000,20071.90,,,
406030,1382,2016-10-13,Credit,Electronic funds transfer,3089,10093.10,,PPF Bank,57821530
410120,1397,2016-10-13,Credit,Credit in cash ,17278,49448.50,,,
1021130,3487,2016-10-13,Credit,Credit in cash ,15914,34955.10,,,
2979026,9869,2016-10-13,Credit,Credit in cash ,22184,46004.30,,,
1122261,3834,2016-10-13,Withdrawal,Remittance to Another Bank,262,32203.10, ,Air Bank ,52872371
2502632,8261,2016-10-13,Withdrawal,Remittance to Another Bank,646,38712.40,Insurance Payment,Czech export bank,24150228
94654,322,2016-10-13,Credit,Credit in cash ,16646,46420.30,,,
95896,327,2016-10-13,Withdrawal,Remittance to Another Bank,3805,45071.00, ,PPF Bank,47999680
83740,280,2016-10-13,Withdrawal,Remittance to Another Bank,3334,29547.80,Household ,Raiffeisen bank,10603589
930940,3173,2016-10-13,Withdrawal,Remittance to Another Bank,2189,19486.00,Household ,Trinity Bank,9030479
932749,3181,2016-10-13,Withdrawal,Withdrawal in cash,1500,25584.60,,,
709718,2428,2016-10-13,Credit,Credit in cash ,15720,34481.10,,,
2579435,8519,2016-10-13,Withdrawal,Withdrawal in cash,5100,62066.10,,,
489532,1671,2016-10-13,Withdrawal,Remittance to Another Bank,2507,26066.40,Household ,Kameron bank,10778803
730483,2497,2016-10-12,Withdrawal,Remittance to Another Bank,3970,25118.80,Household ,PPF Bank,38673484
730781,2497,2016-10-12,Withdrawal,Withdrawal in cash,100,25018.80,,,
800857,2732,2016-10-12,Credit,Credit in cash ,35559,92400.20,,,
695946,2379,2016-10-12,Withdrawal,Remittance to Another Bank,46,28163.30,Insurance Payment,Czech export bank,77863126
2349817,7753,2016-10-12,Withdrawal,Withdrawal in cash,2100,41034.60,,,0
2715596,8982,2016-10-12,Credit,Credit in cash ,33294,34394.00,,,
919387,3133,2016-10-12,Withdrawal,Withdrawal in cash,18100,42062.30,,,
919024,3133,2016-10-12,Credit,Credit in cash ,19594,60162.30,,,
963266,3283,2016-10-12,Withdrawal,Remittance to Another Bank,8720,28235.90,Household ,Raiffeisen bank,5958080
1067861,3649,2016-10-12,Withdrawal,Remittance to Another Bank,6468,34662.40,Household ,Hypotecni bank,57693803
1736617,5891,2016-10-12,Credit,Electronic funds transfer,32594,65359.90,,J&T Bank ,51054984
47473,160,2016-10-12,Credit,Credit in cash ,11889,28510.40,,,
26199,86,2016-10-12,Withdrawal,Remittance to Another Bank,1160,18341.90,,UniCredit Bank,48764252
23535,78,2016-10-12,Credit,Credit in cash ,17478,51669.60,,,
554261,1887,2016-10-12,Withdrawal,Remittance to Another Bank,5608,34317.10,Household ,PPF Bank,2468169
643881,2199,2016-10-12,Credit,Electronic funds transfer,3747,26806.60,,PPF Bank,18111872
451900,1536,2016-10-12,Credit,Electronic funds transfer,25609,48704.80,,Fio bank ,51120805
454643,1544,2016-10-12,Withdrawal,Withdrawal in cash,15700,38533.20,,,
451465,1535,2016-10-12,Credit,Credit in cash ,4136,21743.30,,,
1106923,3781,2016-10-12,Credit,Credit in cash ,24033,62419.30,,,
1110559,3792,2016-10-12,Credit,Electronic funds transfer,5277,16169.20,Old-age Pension,PPF Bank,99550264
2106519,7133,2016-10-12,Credit,Credit in cash ,4347,4647.00,,,
271485,930,2016-10-12,Credit,Credit in cash ,14035,42750.20,,,
300564,1023,2016-10-12,Withdrawal,Withdrawal in cash,9700,30714.30,,,
298643,1018,2016-10-12,Withdrawal,Remittance to Another Bank,1028,31405.90, ,Moneta Money Bank,98507838
334056,1136,2016-10-12,Credit,Electronic funds transfer,30818,76449.80,,Raiffeisen bank,84885888
337020,1145,2016-10-12,Credit,Electronic funds transfer,2921,12626.10,,Bank Creditas,25428694
337819,1146,2016-10-12,Credit,Credit in cash ,1000,23825.00,,,
1078450,3683,2016-10-12,Withdrawal,Withdrawal in cash,12400,35315.90,,,
1075165,3674,2016-10-12,Withdrawal,Remittance to Another Bank,9503,33724.60,Household ,Trinity Bank,25279706
1076578,3678,2016-10-12,Withdrawal,Withdrawal in cash,7000,15997.30,Household ,,0
1003128,3424,2016-10-12,Withdrawal,Remittance to Another Bank,4979,59176.00,Household ,Czech export bank,73358708
1183186,4055,2016-10-12,Credit,Credit in cash ,20281,63188.80,,,
139355,467,2016-10-12,Credit,Credit in cash ,10249,10749.00,,,
973983,3319,2016-10-12,Credit,Electronic funds transfer,3331,17467.90,,Hypotecni bank,30468779
672754,2298,2016-10-12,Credit,Credit in cash ,21788,62381.80,,,
671447,2293,2016-10-12,Credit,Electronic funds transfer,6745,33334.30,Old-age Pension,Trinity Bank,62203752
773721,2641,2016-10-12,Withdrawal,Remittance to Another Bank,5126,61330.20,Household ,Hypotecni bank,13973546
773649,2641,2016-10-12,Credit,Credit in cash ,21432,66456.20,,,
772994,2639,2016-10-12,Credit,Credit in cash ,24266,64516.40,,,
540271,1837,2016-10-12,Credit,Credit in cash ,22436,64525.20,,,
537471,1829,2016-10-12,Credit,Credit in cash ,7429,34677.80,,,
537543,1829,2016-10-12,Withdrawal,Remittance to Another Bank,3684,30993.80,Household ,Max bank,42750388
568960,1937,2016-10-12,Credit,Electronic funds transfer,4896,25580.00,Old-age Pension,Air Bank ,86112963
1344959,4596,2016-10-12,Withdrawal,Withdrawal in cash,11180,17124.40,,,
2044622,6930,2016-10-12,Credit,Credit in cash ,24193,49451.40,,,
393741,1338,2016-10-12,Withdrawal,Remittance to Another Bank,157,22406.00,Insurance Payment,PPF Bank,85222345
533241,1816,2016-10-12,Credit,Electronic funds transfer,4236,5236.00,Old-age Pension,PPF Bank,74559592
534913,1822,2016-10-12,Withdrawal,Remittance to Another Bank,1996,23843.20,Household ,PPF Bank,19228476
532806,1815,2016-10-12,Withdrawal,Remittance to Another Bank,6037,45746.10,Household ,Czech export bank,19580573
777548,2651,2016-10-12,Credit,Electronic funds transfer,35929,61198.90,,Trinity Bank,13750350
782008,2666,2016-10-12,Credit,Electronic funds transfer,2901,17896.30,,PPF Bank,69472062
353095,1200,2016-10-12,Withdrawal,Remittance to Another Bank,525,65295.40, ,Trinity Bank,63795244
352225,1197,2016-10-12,Credit,Electronic funds transfer,3873,18758.80,,PPF Bank,89770251
861144,2933,2016-10-12,Credit,Credit in cash ,41232,69383.00,,,
861233,2933,2016-10-12,Withdrawal,Withdrawal in cash,6000,63383.00,,,0
968767,3302,2016-10-12,Withdrawal,Remittance to Another Bank,572,24084.40, ,Max bank,73494863
822510,2802,2016-10-12,Credit,Electronic funds transfer,3619,4519.00,,Trinity Bank,50530976
3315115,11013,2016-10-12,Withdrawal,Withdrawal in cash,12800,40887.80,,,
3314706,11013,2016-10-12,Withdrawal,Remittance to Another Bank,4579,53687.80,Loan Payment,Air Bank ,91721045
1146753,3923,2016-10-12,Credit,Credit in cash ,21971,61564.40,,,
1144520,3915,2016-10-12,Withdrawal,Remittance to Another Bank,9510,54005.40,Household ,Moneta Money Bank,25808733
126017,425,2016-10-12,Credit,Credit in cash ,5893,27633.60,,,
127577,428,2016-10-12,Credit,Electronic funds transfer,6614,27525.20,Old-age Pension,J&T Bank ,71194147
147453,494,2016-10-12,Credit,Credit in cash ,38797,95823.20,,,
146798,492,2016-10-12,Credit,Credit in cash ,5553,6053.00,,,
149159,497,2016-10-12,Withdrawal,Withdrawal in cash,13700,41596.40,,,
147451,494,2016-10-12,Credit,Credit in cash ,21057,57026.20,,,
152269,510,2016-10-12,Credit,Credit in cash ,29474,92340.30,,,
220997,750,2016-10-12,Credit,Credit in cash ,4000,21824.00,,,
220708,750,2016-10-12,Credit,Credit in cash ,16824,17824.00,,,
123411,415,2016-10-12,Withdrawal,Remittance to Another Bank,8740,32643.00,Household ,Czech export bank,64789080
950651,3241,2016-10-12,Credit,Electronic funds transfer,6282,19046.00,Old-age Pension,Fio bank ,88683235
952271,3246,2016-10-12,Withdrawal,Withdrawal in cash,3500,30341.80,,,
744459,2542,2016-10-12,Credit,Credit in cash ,5071,26784.90,,,
511346,1750,2016-10-12,Withdrawal,Remittance to Another Bank,4028,56008.30,Household ,UniCredit Bank,37446361
541763,1843,2016-10-12,Withdrawal,Remittance to Another Bank,2939,42384.30,Loan Payment,Fio bank ,70984434
359521,1222,2016-10-12,Credit,Electronic funds transfer,6310,27005.10,Old-age Pension,Raiffeisen bank,77489798
434107,1475,2016-10-12,Withdrawal,Withdrawal in cash,17400,43243.40,,,
439117,1493,2016-10-12,Withdrawal,Remittance to Another Bank,2264,15604.00,Household ,Trinity Bank,95543610
1156230,3955,2016-10-12,Withdrawal,Withdrawal in cash,1800,28695.50,,,
1158956,3969,2016-10-12,Credit,Credit in cash ,17516,52550.30,,,
1122700,3835,2016-10-12,Credit,Credit in cash ,14233,33991.80,,,
1123031,3835,2016-10-12,Withdrawal,Withdrawal in cash,6300,27691.80,,,
754242,2574,2016-10-12,Credit,Credit in cash ,14319,37425.80,,,
2465726,8132,2016-10-12,Credit,Electronic funds transfer,25142,49106.30,,Max bank,67488252
685745,2342,2016-10-12,Withdrawal,Remittance to Another Bank,2164,17036.40,Household ,Kameron bank,54005241
682628,2330,2016-10-12,Withdrawal,Remittance to Another Bank,1662,15916.90,Household ,Fio bank ,64704280
1104765,3775,2016-10-12,Credit,Electronic funds transfer,6136,24844.00,Old-age Pension,Trinity Bank,80783790
1100774,3760,2016-10-12,Credit,Credit in cash ,49992,104546.40,,,
689837,2357,2016-10-12,Credit,Electronic funds transfer,6434,20705.20,Old-age Pension,Czech export bank,34144538
729008,2493,2016-10-12,Credit,Credit in cash ,8063,33749.90,,,
725761,2484,2016-10-12,Credit,Credit in cash ,14779,44849.70,,,
707613,2423,2016-10-12,Withdrawal,Withdrawal in cash,2100,23689.40,,,
707255,2423,2016-10-12,Credit,Electronic funds transfer,5671,25789.40,Old-age Pension,Max bank,2074182
809093,2758,2016-10-12,Credit,Credit in cash ,7039,36954.10,,,
565664,1926,2016-10-12,Credit,Credit in cash ,4507,25414.60,,,
598335,2037,2016-10-12,Withdrawal,Remittance to Another Bank,762,47030.20,Household ,Moneta Money Bank,62236136
1598865,5428,2016-10-12,Withdrawal,Remittance to Another Bank,7281,31680.70,Loan Payment,UniCredit Bank,55829697
1610884,5472,2016-10-12,Credit,Credit in cash ,4345,29567.40,,,
1602916,5442,2016-10-12,Withdrawal,Withdrawal in cash,4800,22577.60,,,
1596525,5423,2016-10-12,Withdrawal,Remittance to Another Bank,446,22682.00,Household ,UniCredit Bank,5680722
857983,2925,2016-10-12,Credit,Credit in cash ,6446,35120.70,,,
858682,2926,2016-10-12,Withdrawal,Remittance to Another Bank,699,31269.50, ,Max bank,98638396
858466,2926,2016-10-12,Withdrawal,Remittance to Another Bank,1348,29921.50,Household ,Hypotecni bank,66115546
909731,3099,2016-10-12,Withdrawal,Remittance to Another Bank,3205,26736.40,Household ,Czech export bank,30212110
994018,3391,2016-10-12,Withdrawal,Remittance to Another Bank,813,47998.50,Household ,Max bank,31342697
989801,3374,2016-10-12,Withdrawal,Withdrawal in cash,5700,90472.00,Household ,,0
993946,3391,2016-10-12,Credit,Credit in cash ,16980,48811.50,,,
483032,1644,2016-10-12,Withdrawal,Remittance to Another Bank,17,35882.60,Insurance Payment,Moneta Money Bank,66140669
811021,2763,2016-10-12,Withdrawal,Remittance to Another Bank,9480,31968.00,Household ,Kameron bank,90810441
1028586,3513,2016-10-12,Withdrawal,Remittance to Another Bank,4507,31227.30,Household ,Raiffeisen bank,91703849
211022,717,2016-10-12,Withdrawal,Remittance to Another Bank,6561,37660.00,Household ,Raiffeisen bank,48199552
207274,704,2016-10-12,Credit,Credit in cash ,17477,51900.90,,,
374743,1276,2016-10-12,Withdrawal,Remittance to Another Bank,508,30239.70, ,Air Bank ,87970047
166046,555,2016-10-12,Withdrawal,Remittance to Another Bank,71,46986.90,Insurance Payment,Hypotecni bank,3315794
166268,555,2016-10-12,Withdrawal,Withdrawal in cash,20900,47057.90,,,
935783,3195,2016-10-12,Credit,Credit in cash ,4606,21825.70,,,
2242720,7401,2016-10-12,Credit,Electronic funds transfer,20236,31334.50,,Bank Creditas,66487163
114030,385,2016-10-12,Withdrawal,Remittance to Another Bank,31,20399.70, ,Bank Creditas,91164779
62205,207,2016-10-12,Credit,Credit in cash ,5135,25685.40,,,
2258924,7454,2016-10-12,Withdrawal,Remittance to Another Bank,471,28863.30, ,Kameron bank,52242457
873135,2974,2016-10-12,Credit,Electronic funds transfer,5582,35088.20,Old-age Pension,Fio bank ,85955059
1897546,6425,2016-10-12,Withdrawal,Withdrawal in cash,2280,35013.50,,,
2371252,7819,2016-10-12,Credit,Credit in cash ,8834,33694.90,,,
1040366,3558,2016-10-12,Credit,Electronic funds transfer,43743,97374.50,,Hypotecni bank,69702541
1504228,5129,2016-10-12,Credit,Credit in cash ,15368,73997.60,,,
1504368,5129,2016-10-12,Withdrawal,Withdrawal in cash,16600,57397.60,Household ,,0
286,2,2016-10-12,Credit,Electronic funds transfer,20236,30744.00,,Bank Creditas,66487163
6527,26,2016-10-12,Credit,Electronic funds transfer,24802,61450.60,,Moneta Money Bank,73418420
883743,3011,2016-10-12,Credit,Electronic funds transfer,3271,6951.70,,Air Bank ,3565776
477648,1628,2016-10-12,Credit,Electronic funds transfer,4276,20017.40,Old-age Pension,Max bank,15916598
527609,1801,2016-10-12,Withdrawal,Remittance to Another Bank,4167,22360.20,Household ,Fio bank ,49547737
527537,1801,2016-10-12,Withdrawal,Remittance to Another Bank,4610,26527.20,Loan Payment,Czech export bank,33671474
529854,1806,2016-10-12,Withdrawal,Remittance to Another Bank,2552,27786.40,Household ,Max bank,84037089
882443,3007,2016-10-12,Withdrawal,Remittance to Another Bank,983,53142.20,Household ,J&T Bank ,27930361
880673,3000,2016-10-12,Withdrawal,Withdrawal in cash,100,29514.90,,,
1681581,5700,2016-10-12,Credit,Credit in cash ,9615,33149.00,,,
250312,860,2016-10-12,Credit,Credit in cash ,13185,31114.90,,,
309406,1054,2016-10-12,Withdrawal,Remittance to Another Bank,4736,32635.80,Household ,PPF Bank,38208055
309334,1054,2016-10-12,Credit,Credit in cash ,9650,37371.80,,,
307771,1050,2016-10-12,Credit,Electronic funds transfer,25317,45949.70,,Hypotecni bank,2865469
226736,772,2016-10-12,Withdrawal,Remittance to Another Bank,4225,31033.00,Household ,PPF Bank,69179099
233042,793,2016-10-12,Withdrawal,Remittance to Another Bank,1212,17569.10,,J&T Bank ,41663390
1050264,3593,2016-10-12,Credit,Credit in cash ,15787,47754.30,,,
1050408,3593,2016-10-12,Withdrawal,Remittance to Another Bank,986,46768.30, ,Bank Creditas,40100878
1049963,3592,2016-10-12,Withdrawal,Remittance to Another Bank,3360,19932.40,Household ,Raiffeisen bank,88522523
1046745,3580,2016-10-12,Credit,Credit in cash ,14631,41612.50,,,
1450266,4937,2016-10-12,Withdrawal,Remittance to Another Bank,800,74816.30, ,Czech export bank,43502605
1436762,4894,2016-10-12,Credit,Electronic funds transfer,29255,76985.20,,UniCredit Bank,69885569
2798029,9265,2016-10-12,Withdrawal,Remittance to Another Bank,4017,22924.40, ,Trinity Bank,84062218
403012,1372,2016-10-12,Withdrawal,Withdrawal in cash,8800,32080.50,,,
401049,1366,2016-10-12,Withdrawal,Remittance to Another Bank,310,27183.60, ,Bank Creditas,24074399
717572,2458,2016-10-12,Credit,Electronic funds transfer,25920,73413.00,,Hypotecni bank,55121827
795837,2711,2016-10-12,Withdrawal,Withdrawal in cash,4800,50834.20,,,
795653,2711,2016-10-12,Withdrawal,Remittance to Another Bank,7300,55634.20,Household ,UniCredit Bank,40865373
737558,2519,2016-10-12,Withdrawal,Withdrawal in cash,2400,25924.50,,,
735619,2513,2016-10-12,Credit,Electronic funds transfer,3983,26440.80,,PPF Bank,20867938
740092,2527,2016-10-12,Withdrawal,Withdrawal in cash,19288,33109.30,,,
840657,2862,2016-10-12,Withdrawal,Remittance to Another Bank,1371,60540.20,Household ,Kameron bank,80541097
625573,2137,2016-10-12,Credit,Electronic funds transfer,19587,39715.80,,Air Bank ,89103406
624588,2132,2016-10-12,Credit,Credit in cash ,21526,22226.00,,,
1548831,5270,2016-10-12,Withdrawal,Withdrawal in cash,3700,51088.60,,,0
2775661,9188,2016-10-12,Withdrawal,Remittance to Another Bank,2118,26026.60,Loan Payment,Moneta Money Bank,22466057
505322,1726,2016-10-12,Withdrawal,Remittance to Another Bank,4438,22982.90,Household ,Kameron bank,99886172
411762,1402,2016-10-12,Withdrawal,Remittance to Another Bank,2073,35398.30,Household ,Bank Creditas,2188045
193072,655,2016-10-12,Withdrawal,Remittance to Another Bank,2036,59316.80, ,Hypotecni bank,48714017
1021202,3487,2016-10-12,Withdrawal,Remittance to Another Bank,324,26992.10,Household ,PPF Bank,68540710
1019931,3483,2016-10-12,Credit,Credit in cash ,300,300.00,,,
1021274,3487,2016-10-12,Withdrawal,Remittance to Another Bank,7951,19041.10, ,Fio bank ,94053124
3393964,11265,2016-10-12,Withdrawal,Remittance to Another Bank,4399,20402.70,Loan Payment,Raiffeisen bank,33709621
1117401,3818,2016-10-12,Withdrawal,Remittance to Another Bank,1474,39792.10, ,Czech export bank,32659602
1121973,3834,2016-10-12,Credit,Credit in cash ,13875,32465.10,,,
2502416,8261,2016-10-12,Withdrawal,Remittance to Another Bank,3660,41273.40,Loan Payment,Kameron bank,89613669
2524838,8330,2016-10-12,Withdrawal,Remittance to Another Bank,3708,60795.90,Household ,Trinity Bank,78180604
2502488,8261,2016-10-12,Withdrawal,Remittance to Another Bank,1915,39358.40,Household ,Moneta Money Bank,72995984
2521825,8321,2016-10-12,Withdrawal,Remittance to Another Bank,7041,24728.20,Household ,Hypotecni bank,27547550
106460,362,2016-10-12,Withdrawal,Remittance to Another Bank,68,19191.50,Insurance Payment,Trinity Bank,62852764
83384,279,2016-10-12,Withdrawal,Remittance to Another Bank,1380,15079.00,,Fio bank ,68556356
83668,280,2016-10-12,Credit,Credit in cash ,12043,32881.80,,,
931199,3173,2016-10-12,Withdrawal,Withdrawal in cash,600,21675.00,,,
929690,3168,2016-10-12,Withdrawal,Remittance to Another Bank,3292,23792.30,Household ,Air Bank ,85804390
711858,2434,2016-10-12,Credit,Credit in cash ,4391,28816.30,,,
2579160,8519,2016-10-12,Credit,Electronic funds transfer,37346,67166.10,,Czech export bank,16093504
2592512,8564,2016-10-12,Withdrawal,Withdrawal in cash,5200,34169.00,,,
2592031,8564,2016-10-12,Credit,Electronic funds transfer,38369,39369.00,,Hypotecni bank,13991976
490787,1675,2016-10-12,Credit,Electronic funds transfer,4327,30722.50,Old-age Pension,Kameron bank,50350195
519267,1773,2016-10-12,Withdrawal,Remittance to Another Bank,2877,18991.40,Household ,Bank Creditas,35383325
1045252,3575,2016-10-11,Credit,Credit in cash ,7605,21733.10,,,
1067789,3649,2016-10-11,Credit,Credit in cash ,18395,62034.40,,,
1068153,3649,2016-10-11,Withdrawal,Withdrawal in cash,20900,41130.40,,,
1067933,3649,2016-10-11,Withdrawal,Remittance to Another Bank,4,62030.40, ,Bank Creditas,17516535
49255,165,2016-10-11,Credit,Electronic funds transfer,6864,33745.40,Old-age Pension,Fio bank ,69159060
26055,86,2016-10-11,Credit,Electronic funds transfer,3243,19501.90,,Bank Creditas,93896942
25174,83,2016-10-11,Withdrawal,Remittance to Another Bank,3940,34202.40, ,Trinity Bank,41590857
29117,96,2016-10-11,Credit,Electronic funds transfer,44221,91733.50,,Moneta Money Bank,68241083
29477,96,2016-10-11,Withdrawal,Remittance to Another Bank,644,88949.50, ,Trinity Bank,66311460
32297,104,2016-10-11,Withdrawal,Remittance to Another Bank,578,14821.60,,UniCredit Bank,82782172
